job_title,skills_text,clean_title,role_label
Senior Software Engineer – AI Division,company ibes technologies location riyadh saudi arabia hybrid ibes is looking for a highly skilled senior software engineer to join its ai division this position is ideal for a technically strong developer passionate about automation modern frameworks and advanced generative ai integrations the successful candidate will work on designing building and deploying scalable aidriven solutions within a dynamic and innovative environment key responsibilities design develop and deploy backend and frontend systems using modern frameworks react fastapi etc build restful apis and optimize database performance for scalability and reliability develop automation workflows using power automate zapier or n8n to improve efficiency and data flow integrate generative ai apis chatgpt gemini claude azure openai vertex ai aws bedrock into production solutions implement llm optimizations including rag pipelines context optimization and model evaluation configure local and cloudbased environments for llm hosting and finetuning manage cicd pipelines and containerized deployments using docker qualifications skills bachelors degree in computer science software engineering or related discipline preferred 3 years of handson experience in backend or fullstack development strong experience with modern frameworks react python or net proficiency with restful api design and database query optimization sqlnosql practical experience with power automate zapier or n8n for process automation familiarity with generative ai apis chatgpt claude gemini azure openai vertex bedrock knowledge of rag optimization context compression and running llms locally experience with docker kubernetes and cicd pipelines strong analytical and problemsolving skills with attention to scalability and maintainability why join ibes opportunity to work on groundbreaking ai and automation projects exposure to stateoftheart technologies in llm optimization and genai integration collaborative growthoriented and innovationdriven work culture competitive compensation and potential for professional advancement,software engineer ai division,ai/ml engineer
Software Engineer - Python - Container Images,canonical is a leading provider of open source software and operating systems to the global enterprise and technology markets our platform ubuntu is very widely used in breakthrough enterprise initiatives such as public cloud data science ai engineering innovation and iot our customers include the worlds leading public cloud and silicon providers and industry leaders in many sectors the company is a pioneer of global distributed collaboration with 1200 colleagues in 75 countries and very few officebased roles teams meet two to four times yearly in person in interesting locations around the world to align on strategy and execution the company is founderled profitable and growing canonical is building a new generation of ubuntubased container images to simplify opensource application deployment across the world these container images will be free to use with longterm security commitments and engineered for performance security and usability as with ubuntu we will work in the open and welcome community participation in this role youll be building and maintaining an evergrowing portfolio of container images while working with multiple teams both inside and outside canonical to ensure these are of the highest quality and offer a seamless ubuntu user experience you will also be highly involved in the implementation and maintenance of the continuous integration and continuous delivery automation around these container images for which you are expected to demonstrate deep insights into containerbased devops you will be contributing to fastmoving products like rocks oci images and thus have the chance to help steer and consolidate this growing team youll gain experience with numerous container technologies and open source projects where your feedback and contributions will be critical to driving widespread container adoption as an engineer your seniority will be based on your software development background and ability to lead junior team members come build a rewarding meaningful career working with the best and brightest people in technology at canonical this is an exciting opportunity for experienced software engineers looking for a place to leave their mark who are passionate about shaping an open source product with the highest quality with and for the community location emea this role entails build robust scalable leadingedge container images work on automated cicd processes for building testing and publishing our container images write tools and tests for assessing security compliance and cloudnative compatibility participate in strong engineering process through code and architectural review contribute both as a user and developer to the improvement of our python and gobased containerbuilding tools provide technical feedback for the teams decisionmaking process engage with the opensource community as a subjectmatter expert grow our knowledge base and write documentation work in a collaborative agile and globally distributed environment mentor and help hiring work from home with global travel up to 15 for internal and external events what we are looking for in you you are knowledgeable and passionate about software development you are a team player and have experience in collaborative development you have worked with cicd systems eg jenkins github actions concourse ci etc you are familiar with gitops principles and workflows you have a track record of delivering timely highquality software you have experience building container images you master at least one container managementorchestration tool eg docker kubernetes etc you have experience with python you are experienced with linux systems administration and package management you have strong written and verbal communication skills to convey technical concepts you bring clarity to technical and engineering discussions you are someone who strongly believes that sharing is caring and knowledge is power your skills range from those of a graduate to a midsenior software engineer you have a bachelors or equivalent in computer science stem or a similar degree what we offer colleagues we consider geographical location experience and performance in shaping compensation worldwide we revisit compensation annually and more often for graduates and associates to ensure we recognize outstanding performance in addition to base pay we offer a performancedriven annual bonus or commission we provide all team members with additional benefits which reflect our values and ideals we balance our programs to meet local needs and ensure fairness globally distributed work environment with twiceyearly team sprints in person personal learning and development budget of usd 2000 per year annual compensation review recognition rewards annual holiday leave maternity and paternity leave team member assistance program wellness platform opportunity to travel to new locations to meet colleagues priority pass and travel upgrades for longhaul company events about canonical canonical is a pioneering tech firm at the forefront of the global move to open source as the company that publishes ubuntu one of the most important opensource projects and the platform for ai iot and the cloud we are changing the world of software we recruit on a global basis and set a very high standard for people joining the company we expect excellence in order to succeed we need to be the best at what we do most colleagues at canonical have worked from home since our inception in 2004 working here is a step into the future and will challenge you to think differently work smarter learn new skills and raise your game canonical is an equal opportunity employer we are proud to foster a workplace free from discrimination diversity of experience perspectives and background create a better work environment and better products whatever your identity we will give your application fair consideration,software engineer python container images,ai/ml engineer
Golang System Software Engineer - Containers / Virtualisation,canonical is a leading provider of open source software and operating systems to the global enterprise and technology markets our platform ubuntu is very widely used in breakthrough enterprise initiatives such as public cloud data science ai engineering innovation and iot our customers include the worlds leading public cloud and silicon providers and industry leaders in many sectors the company is a pioneer of global distributed collaboration with 1000 colleagues in 70 countries and very few office based roles teams meet two to four times yearly in person in interesting locations around the world to align on strategy and execution the company is founder led profitable and growing the mission of the lxd team is to build a nextgeneration private cloud infrastructure combining kvm ceph and sdn technologies to create a data center scale cloud that just works and provides a missioncritical cloud for edge and core enterprise deployments we are hiring a golang software engineer to work on the low level go codebase sitting between our rest api and the low level c libraries used to manage containers and virtual machines we are looking for systemlevel developers with experience in design and data managementmodeling lxd components span the entire software stack from lowlevel kernel features to the upper level management apicli our most effective engineers are fluent in all these layers and able to anticipate the consequences of design and engineering choices elsewhere in a complex distributed system this is an opportunity for someone who wants to have a meaningful impact on modern cloud computing technologies canonical offers a fun fastpaced team environment and a career full of learning and development location this is a remote position available in emea and the americas what you will focus on design implement and document system level go code model data design database schema and implement data storage in a dqlite sql database maintain code quality through static analysis unit and system tests collaborate proactively with a distributed team discuss ideas and collaborate on finding good solutions work from home with global travel 2 to 4 weeksyear for internal and external events what we are looking for in you you have experience programming in go and c you are knowledgeable in networking and storage technologies you have experience with two or more of cloud computing virtualisation containers distributed systems open source community you are curious flexible articulate and accountable you value soft skills and are enterprising thoughtful and selfmotivated you have a bachelors or equivalent in computer science stem or similar degree what we offer you we consider geographical location experience and performance in shaping compensation worldwide we revisit compensation annually and more often for graduates and associates to ensure we recognise outstanding performance in addition to base pay we offer a performancedriven annual bonus we provide all team members with additional benefits which reflect our values and ideals we balance our programs to meet local needs and ensure fairness globally distributed work environment with twiceyearly team sprints in person personal learning and development budget of usd 2000 per year annual compensation review recognition rewards annual holiday leave maternity and paternity leave employee assistance programme opportunity to travel to new locations to meet colleagues priority pass and travel upgrades for long haul company events about canonical canonical is a pioneering tech firm at the forefront of the global move to open source as the company that publishes ubuntu one of the most important open source projects and the platform for ai iot and the cloud we are changing the world on a daily basis we recruit on a global basis and set a very high standard for people joining the company we expect excellence in order to succeed we need to be the best at what we do canonical has been a remotefirst company since its inception in 2004 working here is a step into the future and will challenge you to think differently work smarter learn new skills and raise your game canonical is an equal opportunity employer we are proud to foster a workplace free from discrimination diversity of experience perspectives and background create a better work environment and better products whatever your identity we will give your application fair consideration,golang system software engineer containers virtualisation,ai/ml engineer
ML Engineer / Generative AI Engineer,tmc and tmc middle east are hiringfor a project with ain ml engineer generative ai engineer location riyadh saudi arabia contract duration 9 to 12 months joining immediate joiners only visa transferable iqama is mandatory this role involves endtoend development of ai solutions from ideation to production deployment with strong exposure to generative ai and llmskey responsibilities skills1 artificial intelligence machine learning2 generative ai llms3 deployment mlops infrastructure4 cloud platforms5 consulting stakeholder engagement mandatory requirements immediate joiner transferable iqama strong handson python pytorch tensor flow llms hugging face google cloud platform should be available in saudi arabia and willing to work onsite in riyadhinterested candidates can send your cv to abishake kosman abishakekosmantmcemployeneurscom,ml engineer generative ai engineer,ai/ml engineer
AI Engineer,mirai a scopely company based in riyadh is building transformative ai solutions focused on enhancing productivity automation and datadriven decisionmaking within the companys internal operations and enterprise platforms mirai is a subsidiary of scopely a global interactive entertainment and mobilefirst video game company home to many top awardwinning experiences such as monopoly go star trek fleet command stumble guys marvel strike force and yahtzee with buddies among others recognized multiple times as one of fast companys worlds most innovative companies scopely is a multibilliondollar business due to its ability to create longlasting interactive experiences that players enjoy for years scopely has global operations in more than a dozen markets across asia emea and north america and is home to many internal game development teams referred to as scopely studios with additional game studio partners across four continents scopely was acquired by savvy games group in july 2023 and is now an independent subsidiary of savvy established in 2021 by saudi arabias public investment fund pif savvy games group is a games and esports company formed with a mission to drive the longterm growth and development of the broader technology and innovation industry worldwide were seeking a talented and motivated ai engineer to join our growing genai team in riyadh as an ai engineer you will design and implement scalable productiongrade ai systems that support analytics intelligent automation decision support and productivity tools across mirais enterprise operations youll collaborate with product design and engineering teams to translate business needs into robust aipowered solutions vip medical insurance for employee and his parents phone allowance kids education allowance gym allowance design develop and deploy aipowered systems that support datadriven analytics intelligent automation and enhanced productivity across enterprise operations take ownership of key projects or componentsfrom ideation and prototyping to research and scalable productionready deployment collaborate with crossfunctional teams to translate product and business requirements into robust aidriven features implement and optimize machine learning models using modern ml frameworks e g pytorch tensorflow for applications such as conversational analytics knowledge bases workflow automation and aipowered enterprise solutions develop document and maintain scalable apis e g using fastapi and integrate ai solutions into enterprise backend systems and data pipelines ensure reliability and efficiency of deployed ai models through rigorous troubleshooting testing and optimization in production environments contribute to cloudnative development workflows using docker kubernetes and platforms like aws or gcp apply modern software engineering best practices including cicd pipelines code reviews and version control to ensure high code quality and maintainability stay current with evolving ai technologies and industry trends and proactively share insights with the team mentor and support junior engineers and actively participate in architectural design discussions to drive innovation and excellence qualifications 25 years of experience in aiml engineering or software development strong programming skills in python and experience with modern ml frameworks practical experience building apis and deploying models in production familiarity with cloud infrastructure aws gcp and container tools docker k8s understanding of microservices databases sqlnosql and version control git strong problemsolving abilities and communication skills bonus points experience with mlops reinforcement learning or computer vision contributions to opensource projects or relevant publications enthusiasm for ai innovation and mirais vision,ai engineer,ai/ml engineer
AI Engineer / ML Engineer,this is a highly skilled machine learning engineer to design build deploy and scale machine learning models that power datadriven products and intelligent systems this role sits at the intersection of data science software engineering and mlops and requires strong handson experience turning models into productionready solutions programming experience in python or r key responsibilities design develop train and optimize machine learning models for real applications or use cases translate business and product requirements into scalable mlai solutions implement feature engineering model selection tuning and evaluation techniques develop and deploy ml models into production environments with high availability and performance build and maintain ml pipelines training validation deployment monitoring monitor model performance data drift and model decay retrain models as needed ensure models meet reliability scalability and security standards work closely with data scientists product managers and software engineers collaborate with data engineering teams to ensure highquality reliable data pipelines participate in design and code reviews ensuring engineering best practices optimize models for latency throughput and cost implement experimentation frameworks ab testing offline evaluation apply responsible ai principles including fairness explainability and governance where required requirements 37 years of handson experience in machine learning or applied ai roles strong programming skills in python andor java scala solid understanding of ml algorithms supervised unsupervised deep learning experience with frameworks such as tensorflow pytorch scikitlearn experience deploying models using docker kubernetes or cloud ml services strong knowledge of data structures algorithms and software engineering principles experience working in agile crossfunctional teams experience with cloud platforms aws azure or gcp and managed ml services handson experience with mlops tools mlflow kubeflow airflow sagemaker azure ml experience with big data technologies spark kafka databricks background in nlp computer vision or generative ai strong problemsolving and analytical thinking productionfirst mindset datadriven decision making high collaboration and communication skills,ai engineer ml engineer,ai/ml engineer
AI Engineer (Saudi Only),as an ai engineer you will lead the design development and production deployment of aidriven solutions that solve complex business problems at scale this role goes beyond model trainingyou will take ownership of ai system architecture influence technical direction and ensure models are productionready scalable and aligned with business objectives you will play a key role in advancing the organizations ai capabilities and mentoring other engineers while driving innovation across multiple ai domains key responsibilities lead the design development and optimization of machine learning and deep learning models for realworld production use cases own the endtoend ai lifecycle from problem definition and data exploration to model deployment monitoring and iteration architect and implement scalable efficient data pipelines for training and inference on large and complex datasets evaluate model performance using robust metrics conduct error analysis and continuously improve model accuracy and reliability build and deploy neural networks using tensorflow pytorch or similar frameworks ensuring productiongrade quality collaborate closely with data engineers software engineers product managers and domain experts to translate business needs into ai solutions drive technical decisionmaking around model selection system architecture and tradeoffs performance cost scalability ensure ai solutions follow ethical ai principles data privacy standards and regulatory requirements contribute to and review technical documentation design proposals and best practices for ai development mentor junior engineers and contribute to raising the overall technical bar of the ai team stay current with industry trends and research and assess the adoption of new techniques or tools where they add real value support and improve model deployment monitoring and observability in production environments requirements required qualifications 23 years of handson experience in ai machine learning or related engineering roles strong proficiency in python java or other languages is a plus deep experience with machine learning and deep learning frameworks such as tensorflow or pytorch proven experience working with largescale datasets and building productiongrade ai systems solid understanding of model evaluation optimization and performance tradeoffs experience deploying ai models into production with attention to scalability reliability and efficiency strong problemsolving skills and the ability to translate complex business challenges into aidriven solutions excellent communication skills and experience working in crossfunctional teams nice to have experience with mlops model monitoring and cicd for ai systems exposure to cloud platforms aws gcp azure for ai workloads experience in domains such as nlp computer vision recommendation systems or predictive analytics prior experience mentoring or leading other engineers,ai engineer saudi only,ai/ml engineer
RAG AI Engineer — LLM Apps & Vector Search,a leading tech solutions provider located in medina province is looking for an ai engineer to design build and deploy innovative ai solutions the role demands expertise in retrievalaugmented generation rag and the integration of large language models with enterprise data candidates should have a bachelors degree in computer science or a related field along with 35 years of experience in ai or machine learning proficiency in python and experience with llm frameworks are essential for this position j18808ljbffr,rag ai engineer llm apps vector search,ai/ml engineer
Senior AI Engineer (Agentic Systems & Inference),overview as a senior ai engineer you will be the primary architect of cognnas autonomous agent reasoning engine and the highscale inference infrastructure that powers it you are responsible for building productiongrade reasoning systems that proactively plan use tools and collaborate you will own the full lifecycle of our specialized security models from domainspecific finetuning to architecting distributed highthroughput inference services that serve as securitycore intelligence in our platform responsibilities agentic architecture multiagent coordination autonomous orchestration design stateful multiagent systems using frameworks like google adk protocolfirst integration architect and scale mcp servers and a2a interfaces ensuring a decoupled and extensible agent ecosystem cognitive optimization develop lean highreasoning microservices for deep reasoning optimizing context token usage to maintain high planning accuracy with minimal latency model adaptation performance engineering specialized finetuning lead the architectural strategy for finetuning opensource and proprietary models on massive cybersecurityspecific telemetry advanced training regimes implement quantizationaware training qat and manage adapterbased architectures to enable the dynamic loading of taskspecific specialists without the overhead of fullmodel swaps evaluation frameworks engineer rigorous automated evaluation harnesses including human annotations and aijudge patterns to measure agent groundedness and resilience against the security engineers adversarial attack trees production inference mlops at scale distributed inference systems architect and maintain highconcurrency inference services using engines like vllm tgi or tensorrtllm infrastructure orchestration own the gputpu resource management strategy observability debugging implement deeptrace observability for nondeterministic agentic workflows providing the visibility needed to debug complex multistep reasoning failures in production advanced rag semantic intelligence hybrid retrieval architectures design and optimize rag pipelines involving graphlike data structures agentbased knowledge retrieval and semantic searches memory management architect episodic and persistent memory systems for agents allowing for longrunning security investigations that persist context across sessions requirements qualifications experience 5 years in aiml engineering or backend systems must have contributed to largescale aiml inference service in production education b sms in compuper science engineering ai or related fields inference orchestration kvcache management quantization formats like awqfp8 and distributed serving across multinode gpu clusters agentic development expert in building autonomous systems using google adklanggraphlangchain and experienced with ai observervability frameworks like langsmith or langfuse handson experience building ai applications with mcp and a2a protocols cloud ai native proficiency in google cloud vertex ai including custom training pipelines highperformance prediction endpoints and the broader mlops suite programming python and experience with highperformance backends goc for inference optimization you are comfortable working in a kubernetesnative environment cicd you are comfortable working in a kubernetesnative environment benefits competitive package salary equity options performance incentives onsite experience work from our office in riyadh ksa team of experts work with designers engineers and security pros solving realworld problems growthfocused your ideas ship your voice counts your growth matters global impact build products that protect critical systems and data,ai engineer agentic systems inference,ai/ml engineer
Senior AI Engineer,about the role lead design and delivery of endtoend ai systems computer vision generative ai predictive modeling and mentor engineering teams senior ai engineer key responsibilities design build and optimize mldl models cv generative models predictive analytics lead mlopsmodel lifecycle training pipelines deployment and monitoring work in agilescrum with crossfunctional teams and mentor junior engineers drive architecture decisions and research spikes integrate agentic ai where applicable senior ai engineer musthave bachelors or masters in aidata sciencecs or related 5 years aiml engineering experience strong python pytorchtensorflow expertise experience with largescale data feature engineering and mlops git cicd and agile experience senior ai engineer nicetohave prior experience with agentic ai frameworks and multiagent systems production experience in cv and generative models senior ai engineer benefits competitive senior salary leadership opportunities rd time training conference budget senior ai engineer job type fulltime pay from 1000 per month ability to commuterelocate riyadh reliably commute or planning to relocate before starting work preferred application questions what is your notice period in days what is your salary expectation do you live in riyadh experience ai engineer 5 years required,ai engineer,ai/ml engineer
AI / Computer Vision ENGINEER,as an ai computer vision engineer at mllers solutions you will have the opportunity to work on cuttingedge projects that leverage artificial intelligence and computer vision technologies you will collaborate with crossfunctional teams to develop innovative solutions that solve complex business challenges using ai and computer vision algorithms and techniques responsibilities design and develop ai and computer vision solutions for various industries and use cases implement and optimize computer vision algorithms for object detection image recognition and image segmentation train and finetune machine learning models using large datasets collect and preprocess data for training and validation purposes integrate ai and computer vision solutions into existing systems and platforms perform testing and debugging of ai and computer vision models and systems stay current with the latest advancements in ai and computer vision technologies building computer vision ai models including all preprocessing and post processing ownership of the entire solution daily updates knowledge sharing requirements requirements bachelors degree in computer science engineering or a related field proven experience in ai and computer vision development hands on python and databases sql and nosql open cv comfortable with linux experience with data preprocessing and data augmentation techniques knowledge of software development practices and version control systems excellent problemsolving and analytical skills ability to work independently and in a team environment good communication and collaboration skills,ai computer vision engineer,ai/ml engineer
"AI Platform Engineer, Applied AI",this position is posted by jobgether on behalf of a partner company we are currently looking for an ai platform engineer applied ai in saudi arabia we are seeking a highly skilled ai platform engineer to design and implement infrastructure that enables largescale ai systems to operate reliably and efficiently in this role you will focus on production ai systems building evaluation frameworks observability tooling and diagnostic infrastructure to measure and improve system performance you will collaborate with engineers across the organization to identify gaps prototype solutions and implement improvements that enhance aidriven features the ideal candidate thrives in a fastpaced fully remote environment is comfortable navigating ambiguity and has a passion for optimizing ai systems that impact millions of users this is a highownership role with significant influence on how ai features are monitored evaluated and improved accountabilities build evaluation infrastructure to measure ai system speed accuracy and reliability both offline and in production develop observability tools and dashboards that surface quality metrics and track improvements over time diagnose performance gaps across retrieval ranking prompting and other ai workflows prototype and validate improvements to ai pipelines including rag pipelines chunking strategies retrieval methods and reranking approaches analyze usage data to identify opportunities for enhancement and new ai features collaborate with engineers to ensure production changes improve system quality and reliability stay current with cuttingedge ai research techniques and tools to inform platform improvements requirements proven experience building and evaluating ai systems in production including rag pipelines retrievalsearch systems and llmpowered applications strong proficiency in python for prototyping and experimentation willingness to learn and work with ruby on rails for integrating with production systems expertise in ai infrastructure evaluation pipelines observability tooling and data processing deep understanding of rag architecture embeddings retrieval reranking and context management strong experimentation and data analysis skills including designing ab tests measuring results and iterating quickly ability to work autonomously in a fastpaced dynamic environment while collaborating effectively with a team strong alignment with company values and cefr level c2 ilr level 5 proficiency in english bonus experience with ai evaluation frameworks such as braintrust or lang smith benefits competitive u sbenchmarked salary range 130000 140000 usd per year with annual reviews and potential equity and bonus opportunities fully remote work with autonomy and focus on outcomes35 days of pto annually plus paid sabbatical after 5 years comprehensive medical coverage for employees and families or reimbursement options parental leave for expanding families home office stipend and professional learning development support annual company retreats at international locations opportunity to work on highimpact ai infrastructure that shapes the user experience for millions of customers why apply through jobgether we use an aipowered matching process to ensure your application is reviewed quickly objectively and fairly against the roles core requirements our system identifies the topfitting candidates and this shortlist is then shared directly with the hiring company the final decision and next steps interviews assessments are managed by their internal team we appreciate your interest and wish you the best why apply through jobgether data privacy notice by submitting your application you acknowledge that jobgether will process your personal data to evaluate your candidacy and share relevant information with the hiring employer this processing is based on legitimate interest and precontractual measures under applicable data protection laws including gdpr you may exercise your rights access rectification erasure objection at any time we may use artificial intelligence ai tools to support parts of the hiring process such as reviewing applications analyzing resumes or assessing responses these tools assist our recruitment team but do not replace human judgment final hiring decisions are ultimately made by humans if you would like more information about how your data is processed please contact us,ai platform engineer applied ai,ai/ml engineer
Machine Learning & AI Engineer - Immediate Hiring,key responsibilitiesai machine learning development develop textbased models and process both structured and unstructured data design and implement machine learning and deep learning models for specific business applications improve machine learning algorithms to enhance performance and accuracy apply deep learning frameworks such as tensorflow and pytorch to build and deploy neural networks data management feature engineering manage and process large datasets including cleaning transforming and extracting relevant features for model training ensure data accuracy consistency and reliability through data quality checks and validation develop and implement methods to improve data integrity efficiency and overall data quality mlops deployment monitoring use mlops tools and practices to monitor optimize and deploy ai solutions develop ab testing mechanisms model quality assessments and hypothesis validation evaluate machine learning models and ensure they meet performance expectations technical support collaboration translate business data needs into clear technical system requirements provide training and technical support to end users on how to effectively use machine learning models collaborate with crossfunctional teams including business analysts and it specialists to ensure smooth integration of advanced analytics documentation security prepare all required technical documentation according to organizational standards implement security measures to protect sensitive data and manage appropriate access levels for machine learning systems and models innovation continuous improvement evaluate and recommend new tools and methods that enhance ai and machine learning capabilities support advanced analytics initiatives to uncover innovative insights qualifications bachelors degree in computer science artificial intelligence data analytics or related field 4 years of experience in machine learning and deep learning certifications in data analytics or machine learning systems practical experience with sas dataiku experience in both public and private sectors preferably within saudi arabia strong background in data analytics and delivering multiple projects in the same field ability to work collaboratively with multifunctional teams to ensure seamless integration of advanced analytics required skills strong expertise in ml and deep learning algorithms excellent data analysis and feature engineering skills strong understanding of mlops frameworks excellent communication skills and the ability to produce highquality technical documentation,machine learning ai engineer immediate hiring,ai/ml engineer
Senior AI Engineer (Agentic Systems & Inference),as a senior ai engineer you will be the primary architect of cognna s autonomous agent reasoning engine and the highscale inference infrastructure that powers it you are responsible for building productiongrade reasoning systems that proactively plan use tools and collaborate you will own the full lifecycle of our specialized security models from domainspecific finetuning to architecting distributed highthroughput inference services that serve as securitycore intelligence in our platformp 1 agentic architecture multiagent coordination autonomous orchestration design stateful multiagent systems using frameworks like google adk protocolfirst integration architect and scale mcp servers and a2a interfaces ensuring a decoupled and extensible agent ecosystem cognitive optimization develop lean highreasoning microservices for deep reasoning optimizing context token usage to maintain high planning accuracy with minimal latency 2 model adaptation performance engineering specialized finetuning lead the architectural strategy for finetuning opensource and proprietary models on massive cybersecurityspecific telemetry advanced training regimes implement quantizationaware training qat and manage adapterbased architectures to enable the dynamic loading of taskspecific specialists without the overhead of fullmodel swaps evaluation frameworks engineer rigorous automated evaluation harnesses including human annotations and aijudge patterns to measure agent groundedness and resilience against the security engineer s adversarial attack trees 3 production inference mlops at scale distributed inference systems architect and maintain highconcurrency inference services using engines like vllm tgi or tensorrtllm infrastructure orchestration own the gputpu resource management strategy observability debugging implement deeptrace observability for nondeterministic agentic workflows providing the visibility needed to debug complex multistep reasoning failures in production 4 advanced rag semantic intelligence hybrid retrieval architectures design and optimize rag pipelines involving graphlike data structures agentbased knowledge retrieval and semantic searches memory management architect episodic and persistent memory systems for agents allowing for longrunning security investigations that persist context across sessions experience education 57 years in aiml engineering or backend systems must have contributed to largescale aiml inference service in production ms or bs in computer scienceai is preferred inference orchestration kvcache management quantization formats like awqfp8 and distributed serving across multinode gpu clusters agentic development expert in building autonomous systems using google adklanggraphlangchain and experienced with ai observervability frameworks like langsmith or langfuse handson experience building ai applications with mcp and a2a protocols cloud ai native proficiency in google cloud vertex ai including custom training pipelines highperformance prediction endpoints and the broader mlops suite programming python and experience with highperformance backends goc for inference optimization you are comfortable working in a kubernetesnative environment cicd you are comfortable working in a kubernetesnative environment,ai engineer agentic systems inference,ai/ml engineer
Senior AI Engineer,mirai a scopely company based in riyadh is building transformative ai solutions focused on enhancing productivity automation and datadriven decisionmaking within the companys internal operations and enterprise platforms mirai is a subsidiary of scopely a global interactive entertainment and mobilefirst video game company home to many top awardwinning experiences such as monopoly go star trek fleet command stumble guys marvel strike force and yahtzee with buddies among others recognized multiple times as one of fast companys worlds most innovative companies scopely is a multibilliondollar business due to its ability to create longlasting interactive experiences that players enjoy for years scopely has global operations in more than a dozen markets across asia emea and north america and is home to many internal game development teams referred to as scopely studios with additional game studio partners across four continents scopely was acquired by savvy games group in july 2023 and is now an independent subsidiary of savvy established in 2021 by saudi arabias public investment fund pif savvy games group is a games and esports company formed with a mission to drive the longterm growth and development of the broader technology and innovation industry worldwide were seeking a talented and experienced senior ai engineer to join our growing genai team in riyadh mirai is seeking a seasoned and forwardthinking senior ai engineer to design and implement innovative ai systems and solutions that enhance automation enterprise productivity knowledge workflows and decision intelligence across our internal platforms and tools this role plays a key part in delivering scalable ai features that serve business and operational goals within mirai and scopely as part of our genai team you will collaborate across disciplines to deploy cuttingedge ai models in production environments contribute to technical strategy and champion engineering excellence this is a handson role that combines system design implementation and mentorship vip medical insurance for employee and his parents phone allowance kids education allowance gym allowance ai systems development lead the design and deployment of aipowered systems supporting various internal and product use cases develop scalable and maintainable apis e g using fastapi and integrate ai solutions into backend workflows optimize machine learning models using frameworks such as pytorch or tensorflow contribute to infrastructure development using cloud platforms aws gcp or similar docker and kubernetes crossfunctional collaboration work closely with engineers designers and product stakeholders to translate business requirements into robust ai features actively participate in code reviews architectural discussions and project planning mentorship technical excellence support junior engineers through mentorship guidance and knowledge sharing drive best practices in mlops software engineering and deployment innovation exploration stay current with ai trends and propose applications of new research and technologies within our studio qualifications 5 years of professional experience in aiml engineering data science or software development strong python development skills and experience with ai frameworks such as pytorch or tensorflow experience building and deploying productionready apis and machine learning models familiarity with cicd pipelines version control git and containerized development strong communication and collaboration abilities comfortable working independently and proactively in a fastpaced environment bonus points experience working with llms rag pipelines or generative ai solutions exposure to mlops workflows and tools contributions to opensource projects or technical writing passion for innovation and digital transformation,ai engineer,ai/ml engineer
Remote Part-Time AI Engineer: RAG & Vector DB Expert,a technology solutions company is looking for a highly skilled ai engineer with over 4 years of experience to join their team remotely on a parttime basis the ideal candidate should have a bachelors or masters degree in ai or computer science and expertise in developing intelligent agents as well as handson experience with modern ai tools and methodologies this role involves working with graphbased rag systems and managing largescale data storage solutions j18808ljbffr,part time ai engineer rag vector db expert,ai/ml engineer
